"Tweet_Date"|"Tweet_Text"|"Tweet_Handle"
"Thu Dec 26 105552 0000 2013"|"RT Nir27 Best definition of aamaadmiparty  Sewer of congress"|"Namo4rPM"
"Thu Dec 26 105519 0000 2013"|"RT Donkeyji Former BJP member Tina Sharma joins AAP Says aamaadmiparty isnt a party Its a movement AK says welcome"|"Ishannarang"
"Thu Dec 26 105517 0000 2013"|"RT JohnRayhan Someone like LambaAlka who sings Gandhi family praise songs for last 20 years has no place in the AamAadmiParty"|"pulkibushu"
"Thu Dec 26 105454 0000 2013"|"Someone like LambaAlka who sings Gandhi family praise songs for last 20 years has no place in the AamAadmiParty"|"JohnRayhan"
"Thu Dec 26 105433 0000 2013"|"RT anandpassion Growing popularity can seen as AAP websites Rank 275 in India highest ever for a political party JoinAAP ankitlal Aam"|"asheshdxb"
"Thu Dec 26 105426 0000 2013"|"RT anandpassion Growing popularity can seen as AAP websites Rank 275 in India highest ever for a political party JoinAAP ankitlal Aam"|"DharmBeniwal"
"Thu Dec 26 105413 0000 2013"|"RT Donkeyji Former BJP member Tina Sharma joins AAP Says aamaadmiparty isnt a party Its a movement AK says welcome"|"bharatbuilder"
"Thu Dec 26 105406 0000 2013"|"RT anandpassion Growing popularity can seen as AAP websites Rank 275 in India highest ever for a political party JoinAAP ankitlal Aam"|"ajeetsingh79"
"Thu Dec 26 105406 0000 2013"|"After LambaAlka BJPs  Tina Sharma joins AamAadmiParty  Now every elite wants to be AAM Admi AAP LS2014"|"ankursocial"
"Thu Dec 26 105357 0000 2013"|"AamAadmiParty to hold a press conference now December 26 at 430pm"|"AamAdmiParty"
"Thu Dec 26 105354 0000 2013"|"RT anandpassion Growing popularity can seen as AAP websites Rank 275 in India highest ever for a political party JoinAAP ankitlal Aam"|"hiteshjain90"
"Thu Dec 26 105352 0000 2013"|"RT anandpassion Growing popularity can seen as AAP websites Rank 275 in India highest ever for a political party JoinAAP ankitlal Aam"|"sachinsaptak"
"Thu Dec 26 105338 0000 2013"|"RT anandpassion Growing popularity can seen as AAP websites Rank 275 in India highest ever for a political party JoinAAP ankitlal Aam"|"Impres78"
"Thu Dec 26 105334 0000 2013"|"In other 29 Assemblies the CM is Chief Minister but in Delhi the CM is a Common Man ArvindKejriwal AamAadmiParty"|"rajrindani"
"Thu Dec 26 105326 0000 2013"|"Best definition of aamaadmiparty  Sewer of congress"|"Nir27"
"Thu Dec 26 105315 0000 2013"|"RT Donkeyji Former BJP member Tina Sharma joins AAP Says aamaadmiparty isnt a party Its a movement AK says welcome"|"Impres78"
"Thu Dec 26 105315 0000 2013"|"RT anandpassion Growing popularity can seen as AAP websites Rank 275 in India highest ever for a political party JoinAAP ankitlal Aam"|"AamAadmiParty12"
"Thu Dec 26 105315 0000 2013"|"RT vjnam bharatbuilder AamAadmiParty LambaAlka Good stance bro  No Congi shud be given a position in AAP  They will be all Congi sp"|"tp207"
"Thu Dec 26 105255 0000 2013"|"shashank157 ANInews  watched her one of  ABP news debateGood for AAPBut AamAadmiParty ArvindKejriwal should be careful"|"hapithinknew"
"Thu Dec 26 105250 0000 2013"|"RT Donkeyji Former BJP member Tina Sharma joins AAP Says aamaadmiparty isnt a party Its a movement AK says welcome"|"vasudha1592"
"Thu Dec 26 105243 0000 2013"|"Where are you JalKukdi   AAP kahan ho  Are you joining AamAadmiParty like ALKA LAMBA   No TELL ME lt3 "|"astoic"
"Thu Dec 26 105238 0000 2013"|"RT anandpassion Growing popularity can seen as AAP websites Rank 275 in India highest ever for a political party JoinAAP ankitlal Aam"|"ankitlal"
"Thu Dec 26 105216 0000 2013"|"ArvindKejriwal AamAadmiParty DrKumarVishwas AapYogendra Beware of Alka Lamba A single rotten orange can spoil the whole basket"|"JohnRayhan"
"Thu Dec 26 105205 0000 2013"|"aamaadmiparty should welcome lambaalka into the party aapyogendra arvindkejriwal"|"shahsuneel"
"Thu Dec 26 105142 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"tp207"
"Thu Dec 26 105045 0000 2013"|"RT Deepti66 After AlkaLamba from Congress now BJP leaders quitting to join AamAadmiParty Would AAP welcome them TheRahulMehra "|"PartyAap"
"Thu Dec 26 105044 0000 2013"|"Former BJP member Tina Sharma joins AAP Says aamaadmiparty isnt a party Its a movement AK says welcome"|"monsun14"
"Thu Dec 26 105042 0000 2013"|"muntaziraapka bharatbuilder AamAadmiParty No worriesthere will be enough checks to ensure only clean represent AAP on any platform"|"skhurana2010"
"Thu Dec 26 105022 0000 2013"|"aaptard had a nighfall RT Deepti66 After AlkaLamba from Congress now BJP leaders quitting to join AamAadmiParty"|"amitagra21"
"Thu Dec 26 105007 0000 2013"|"HAS AamAadmiParty GOT GUTS TO ENFORCE FUNDAMENTAL DUTIES ENSHRINED IN THE CONSTITUTION ON THE DELHI RESIDENTS"|"divili2012"
"Thu Dec 26 104927 0000 2013"|"No place for LambaAlka in AamAadmiParty"|"JohnRayhan"
"Thu Dec 26 104912 0000 2013"|"RT girishkhubani Dear ArvindKejriwal and AamAadmiParty why is it that d Snoopgate doesnt affect U guys who represent d Aam Aadmi g"|"subhendudey"
"Thu Dec 26 104834 0000 2013"|"After AlkaLamba from Congress now BJP leaders quitting to join AamAadmiParty Would AAP welcome them TheRahulMehra shaziailmi"|"Deepti66"
"Thu Dec 26 104829 0000 2013"|"AamAadmiParty etc  So there will be hurdles in the ways to come So keep facing we r with u"|"AmitTrec"
"Thu Dec 26 104813 0000 2013"|"AmitShahTweet AamAadmiParty timesnow  AK et al hidden agenda was apparent even before AAP start ConsLeft genes cant be hidden long"|"SATYAPRAVAH1"
"Thu Dec 26 104807 0000 2013"|"ankitlal AamAadmiParty ArvindKejriwal Heard dat CONG Leader Alaka Lamba approaches AAP Pls beware as they may send their agents also"|"sagarfree"
"Thu Dec 26 104748 0000 2013"|"AamAadmiParty  Proud to be a member of the revolution"|"bhaveshtata"
"Thu Dec 26 104739 0000 2013"|"AamAadmiParty Dear Kejriwal kindly dont deny security We have a ray of hope in you For the interest of people please take security"|"rksisodia"
"Thu Dec 26 104732 0000 2013"|"AamAadmiParty U hv changed the meaning of  POLITICS which we usually meant 1 yr back  Cheating Crime Dishonest Double faced"|"AmitTrec"
"Thu Dec 26 104619 0000 2013"|"AamAadmiParty Sir U hv emerged as a hope for new generation"|"AmitTrec"
"Thu Dec 26 104615 0000 2013"|"skhurana2010 bharatbuilder AamAadmiParty   Aap has to be careful cong can plant her its  just my doubt "|"muntaziraapka"
"Thu Dec 26 104549 0000 2013"|"RT alokbhatt Dear WithCongress here is a suggestion pl hv a reverse merger with AamAadmiParty n declare Kejriwal as PM Candidate n R"|"navaja123"
"Thu Dec 26 104456 0000 2013"|"Congress leader Alka Lamba approaches AamAadmiParty to join says there are only a handful of politicians who take decisions in the Cong"|"Rinjithbhaskar"
"Thu Dec 26 104454 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"JohnRayhan"
"Thu Dec 26 104437 0000 2013"|"timesnow Cong can get forgn fund bcoz they r ruled amp loot IN long timeBJP and other parties support or ops our govtwhy AamAadmiParty "|"hapithinknew"
"Thu Dec 26 104400 0000 2013"|"AmitShahTweet  AamAadmiParty  AAP fooling people in corruption mvmnt Actually it fights against BJP with help of paid Media timesnow"|"SATYAPRAVAH1"
"Thu Dec 26 104356 0000 2013"|"RT Suneel4AAP AamAadmiParty is determined to do what is right No fear of losing the support and hence power AAP have shown that they a"|"AamAadmiPune"
"Thu Dec 26 104345 0000 2013"|"ArvindKejriwal AamAadmiParty What ever is hapnin with alka lamba I thnk dis is a small move wch is gng 2 cost a lot 2 AAP Pl re considr"|"mihirjanaj"
"Thu Dec 26 104337 0000 2013"|"Congress MLA from Delhi resigns It means 1 vote less for AamAadmiParty in the floor test Survival"|"jaysolanki"
"Thu Dec 26 104336 0000 2013"|"HeadlinesToday AamAadmiParty It is welcome step In fact foreign fund receipts by all NGOs must be probed"|"aawadhesh"
"Thu Dec 26 104328 0000 2013"|"bjp delhi AamAadmiParty threatens congress in every possible way to somehow make them withdraw support inquiry of corruption ago"|"jimmyrgandhi"
"Thu Dec 26 104328 0000 2013"|"bjp delhi AamAadmiParty threatens congress in every possible way to somehow make them withdraw support inquiry of corruption ago"|"jimmyrgandhi"
"Thu Dec 26 104326 0000 2013"|"arungiri bharatbuilder AamAadmiParty LambaAlka And from when posts etc r being awarded in AAP"|"jainpau1"
"Thu Dec 26 104300 0000 2013"|"RT priyanka293 AamAadmiParty is open 4 all congess ppl becoz its their B teamThey dont mind taking congress support or provide shelter "|"sachiniofc"
"Thu Dec 26 104202 0000 2013"|"RT abhisarsharma swang song for congress leaders joining AamAadmiParty  AAP mujhe apne lagne lageahasapne sachche lagne lage"|"abhishekdcp"
"Thu Dec 26 104154 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"Equateall"
"Thu Dec 26 104148 0000 2013"|"RT ChaloDelhi bharatbuilder bro calm down she just joined as memberand how you 100 sure that all aapians are right AamAadmiParty "|"Equateall"
"Thu Dec 26 104133 0000 2013"|"arungiri bharatbuilder AamAadmiParty LambaAlka Right No allegations So many people are joining AAPWhy target LambaAlka"|"jainpau1"
"Thu Dec 26 104128 0000 2013"|"RT alokbhatt Dear WithCongress here is a suggestion pl hv a reverse merger with AamAadmiParty n declare Kejriwal as PM Candidate n R"|"SureshbahadurM"
"Thu Dec 26 104126 0000 2013"|"RT vijayanjana AAP and NaMo both being investigated Congress hittng back bjp making so much fuss AamAadmiParty is normal Shows the"|"riya66singh"
"Thu Dec 26 104116 0000 2013"|"ianuragthakur arunjaitley AamAadmiParty   Care to explain source of BJP funds Sorry no note no vote 4 u now httptcoiTigCmPYZq "|"sheetalmsharma"
"Thu Dec 26 104106 0000 2013"|"RT Suneel4AAP GramSabha and MohlaSabha will unite all people of india  AamAadmiParty"|"AamAadmiPune"
"Thu Dec 26 104040 0000 2013"|"amarjitkapur AndrewBuncombe AamAadmiParty Yes  because the party he accused and is in bed with is supposed to have scammed huge amounts"|"kdudakia"
"Thu Dec 26 104007 0000 2013"|"It hurts 2 c ppl who r against congress n support AamAadmiParty foolish of them nt 2 c aap leaders r more against bjp n trying 2 stop modi"|"priyanka293"
"Thu Dec 26 103958 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"TheBlazingIndia"
"Thu Dec 26 103939 0000 2013"|"RT vjnam bharatbuilder AamAadmiParty LambaAlka Good stance bro  No Congi shud be given a position in AAP  They will be all Congi sp"|"prayasbadhala"
"Thu Dec 26 103907 0000 2013"|"AamAadmiParty ArvindKejriwal Another interesting compliment If RK Laxman had to redo Common ManArvind would hv been his first choice"|"drjramkumar"
"Thu Dec 26 103905 0000 2013"|"RT alokbhatt Dear WithCongress here is a suggestion pl hv a reverse merger with AamAadmiParty n declare Kejriwal as PM Candidate n R"|"harishkaushik15"
"Thu Dec 26 103854 0000 2013"|"RT girishkhubani Dear ArvindKejriwal and AamAadmiParty why is it that d Snoopgate doesnt affect U guys who represent d Aam Aadmi g"|"manishkbaid"
"Thu Dec 26 103852 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"aumkirans"
"Thu Dec 26 103846 0000 2013"|"RT PawanFarmania bharatbuilder Someone told that VP Singh movement died in absence of gatekeepers to maintain purity AamAadmiParty "|"aumkirans"
"Thu Dec 26 103838 0000 2013"|"RT Deepti66 What about Congresss own first Home ministry to inspect accounts of AamAadmiParty on foreign fund receipts TheRahulMehr"|"jainpau1"
"Thu Dec 26 103834 0000 2013"|"AAP and NaMo both being investigated Congress hittng back bjp making so much fuss AamAadmiParty is normal Shows the diff bw 3 parties"|"vijayanjana"
"Thu Dec 26 103823 0000 2013"|"RT girishkhubani Dear ArvindKejriwal and AamAadmiParty why is it that d Snoopgate doesnt affect U guys who represent d Aam Aadmi g"|"SAMIhadyh"
"Thu Dec 26 103807 0000 2013"|"RT Donkeyji AamAadmiParty MLAs ready to serve people joinaap httptco0L04irb9PM"|"Ravijawa"
"Thu Dec 26 103803 0000 2013"|"Dear ArvindKejriwal and AamAadmiParty why is it that d Snoopgate doesnt affect U guys who represent d Aam Aadmi genuinekoschan"|"girishkhubani"
"Thu Dec 26 103755 0000 2013"|"AamAadmiParty government forms in delhi on congress founding day facts"|"tarang108"
"Thu Dec 26 103741 0000 2013"|"LambaAlka  will bridge the communication gap between Congress ss and AamAadmiParty  AAPCon"|"NPatnaik55"
"Thu Dec 26 103717 0000 2013"|"timesnow AamAadmiParty V hv a very defective system of democracy Party  Politics continues 247 and governance never gets a chance"|"Tikam"
"Thu Dec 26 103704 0000 2013"|"AamAadmiParty and now chanda policy"|"kamalchaudhary"
"Thu Dec 26 103621 0000 2013"|"AamAadmiParty is open 4 all congess ppl becoz its their B teamThey dont mind taking congress support or provide shelter to congress agents"|"priyanka293"
"Thu Dec 26 103600 0000 2013"|"LambaAlka wc Alka jibt u r the same face I usd tohate in tvdebates attacking AAP dont know hw toaccept u in my party  AamAadmiParty"|"HardyPank"
"Thu Dec 26 103558 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"ankitrt1"
"Thu Dec 26 103533 0000 2013"|"AamAadmiParty ke Aage MODI abhiyan feeka Article by chetanbhagat  please RT httptcoGk5DdiUwGP"|"sumit23k"
"Thu Dec 26 103528 0000 2013"|"AamAadmiParty Media shld ask govt nd other parties 4 their fund disclosure  But they wont Influenced by selfishness"|"nitkadam"
"Thu Dec 26 103512 0000 2013"|"RT drjramkumar AamAadmiParty ArvindKejriwal Interesting Compliment AAP is moving as sure footedly as a Goat on a Hill"|"jainpau1"
"Thu Dec 26 103431 0000 2013"|"AamAadmiParty ArvindKejriwal Interesting Compliment AAP is moving as sure footedly as a Goat on a Hill"|"drjramkumar"
"Thu Dec 26 103428 0000 2013"|"RT vjnam bharatbuilder AamAadmiParty LambaAlka Good stance bro  No Congi shud be given a position in AAP  They will be all Congi sp"|"rupeshshukla5"
"Thu Dec 26 103418 0000 2013"|"A rotten orange named Alka Lamba falls in AamAadmiParty basket Chances are there to make the entire basket rotten"|"JohnRayhan"
"Thu Dec 26 103414 0000 2013"|"RT HeadlinesToday Home Ministry to inspect account books of AamAadmiParty on foreign fund receipts"|"aapkask"
"Thu Dec 26 103408 0000 2013"|"bharatbuilder AamAadmiParty LambaAlka Why  Is there any charge against her "|"Ishannarang"
"Thu Dec 26 103358 0000 2013"|"bharatbuilder this is called arogance bro you have to learn alot AamAadmiParty LambaAlka"|"ChaloDelhi"
"Thu Dec 26 103345 0000 2013"|"alokbhatt WithCongress AamAadmiParty There goes Delhi ROFL "|"ramana1729"
"Thu Dec 26 103334 0000 2013"|"bharatbuilder AamAadmiParty have faith in kejri2day only he told TOI anyone can be a memberbut posts tough criterionwill put systems"|"gchau1"
"Thu Dec 26 103329 0000 2013"|"RT drgpradhan ArvindKejriwal so from NAXAL to Terrorist AamAadmiParty also have one HOT Nari basher httptcog2jNLrq1bI"|"FIGHTvINJUSTICE"
"Thu Dec 26 103329 0000 2013"|"timesnow Home Ministry to inspect account books of AamAadmiParty on foreign fund receiptsCong in Emergency modeas sees end of Dynsty"|"rokul59"
"Thu Dec 26 103300 0000 2013"|"AamAadmiParty resembles the Congress to an uncanny degree  httptcooRtCismobr"|"LensNews"
"Thu Dec 26 103251 0000 2013"|"RT vjnam bharatbuilder AamAadmiParty LambaAlka Good stance bro  No Congi shud be given a position in AAP  They will be all Congi sp"|"DharmBeniwal"
"Thu Dec 26 103216 0000 2013"|"RT skhurana2010 bharatbuilder Why r u getting agitated dearany body can be member of AAP there is no security checkAamAadmiParty "|"meetvpatel"
"Thu Dec 26 103215 0000 2013"|"RT alokbhatt Dear WithCongress here is a suggestion pl hv a reverse merger with AamAadmiParty n declare Kejriwal as PM Candidate n R"|"sudha073"
"Thu Dec 26 103205 0000 2013"|"Deepti66 Cong doing mistakes 1 after other1st support to AAP then SIT fr snoopgate now this AamAadmiParty TheRahulMehra shaziailmi"|"shashank157"
"Thu Dec 26 103150 0000 2013"|"at first Aam Aadmi Party clarify The Reservation will continue or not This was the real problem India and also New Delhi AamAadmiParty"|"AFLORASINGH"
"Thu Dec 26 103144 0000 2013"|"AamAadmiParty  Keep on change is very much visible but looters are still looting Santa Sonia gift on Xmas to Meria kumar Bungalow "|"dushatdaman2"
"Thu Dec 26 103135 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"prayasbadhala"
"Thu Dec 26 103124 0000 2013"|"ArvindKejriwal aamaadmiparty alka lamba  are you joking  dont you have sense  watch before you fall congress candidates joining AAP"|"jitender2504"
"Thu Dec 26 103123 0000 2013"|"bharatbuilder AamAadmiParty LambaAlka WHAT IS HAPPENING"|"mihirjanaj"
"Thu Dec 26 103116 0000 2013"|"bharatbuilder AamAadmiParty LambaAlka control  Dont b in hurry  She will work as volunteer"|"jainkamal22"
"Thu Dec 26 103058 0000 2013"|"LambaAlka gud choice  make sure u works toward the goal of AamAadmiParty and ArvindKejriwal  all the very best "|"desibond1"
"Thu Dec 26 103049 0000 2013"|"AamAadmiParty this is the real time to change dirty poltice  now we Indian be together Raj chauhan haryana"|"bhumikraj1"
"Thu Dec 26 103044 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"goswami07"
"Thu Dec 26 103036 0000 2013"|"bharatbuilder Why r u getting agitated dearany body can be member of AAP there is no security checkAamAadmiParty LambaAlka"|"skhurana2010"
"Thu Dec 26 103030 0000 2013"|"RT vjnam bharatbuilder AamAadmiParty LambaAlka Good stance bro  No Congi shud be given a position in AAP  They will be all Congi sp"|"mangoe60"
"Thu Dec 26 103023 0000 2013"|"HeadlinesToday AamAadmiParty one more show of desperation after Modi from cong  ArvindKejriwal"|"merabharatmahan"
"Thu Dec 26 103009 0000 2013"|"RT mediacrooks As long as RahulGs teacher Yogi Yadav is mentoring AamAadmiParty  it will bloom as garbage"|"ilovedirestrait"
"Thu Dec 26 103005 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"pulkibushu"
"Thu Dec 26 102955 0000 2013"|"RT vjnam bharatbuilder AamAadmiParty LambaAlka Good stance bro  No Congi shud be given a position in AAP  They will be all Congi sp"|"bharatbuilder"
"Thu Dec 26 102953 0000 2013"|"RT bharatbuilder Expect huge revolt in AamAadmiParty if LambaAlka is given any post in party Ill make life miserable for AAP"|"IndiaPolicy"
